"Address","Age","Callcard","Callid","Callwait","Cardmon","Cardten","Confer","Custcat","Ebill","Education","Employ","Equip","Equipmon","Equipten","Forward","GeFemaleder","Income","Internet","LongMon","LongTen","Marital","Multline","Pager","Region","Reside","Retire","Tenure","Tollfree","Tollmon","Tollten","Voice","Wireless","Wiremon","Wireten","Churn (Y/N)"
1,63,"Y","Y","N",11.25,80,"Y","C3","N","E1",9,"N",0,0,"Y","Female",31,"N",2.25,16.8,"Y","N","N","R1",2,"N",8,"Y",13.75,102.55,"N","N",0,0,"N"
5,24,"Y","Y","Y",14.75,215,"N","C3","N","E3",2,"N",0,0,"Y","Female",24,"N",9.4,124.2,"Y","N","N","R1",5,"N",16,"N",0,0,"N","N",0,0,"N"
4,25,"N","Y","Y",0,0,"Y","C3","N","E1",0,"N",0,0,"N","Male",18,"N",6.75,242.7,"N","Y","N","R2",1,"N",39,"N",0,0,"N","N",0,0,"N"
10,34,"Y","Y","Y",20.25,960,"Y","C4","Y","E3",9,"Y",52.1,2568.4,"Y","Female",104,"Y",27.5,1444.45,"N","Y","Y","R1",1,"N",50,"Y",21.75,1219.55,"Y","Y",47.9,2368.4,"N"
5,62,"Y","Y","Y",13.75,435,"Y","C3","N","E2",26,"N",0,0,"Y","Male",56,"N",4.3,123.5,"N","N","N","R3",1,"N",31,"Y",22.25,744.45,"Y","N",0,0,"N"
34,58,"Y","N","Y",8.5,260,"N","C2","N","E1",21,"N",0,0,"N","Male",80,"N",8.5,298.25,"N","Y","N","R1",1,"N",36,"N",0,0,"N","N",0,0,"N"
21,42,"N","N","Y",0,0,"N","C3","N","E4",5,"N",0,0,"Y","Female",35,"N",12.9,589.35,"N","Y","N","R2",1,"N",48,"N",0,0,"N","N",0,0,"N"
8,28,"Y","Y","Y",20,955,"Y","C4","Y","E5",1,"Y",77.7,3925.5,"Y","Female",43,"Y",11.15,623,"N","Y","Y","R1",5,"N",51,"Y",35,1920.5,"Y","Y",80.35,4059.9,"N"
11,39,"N","N","N",0,0,"Y","C3","N","E3",2,"N",0,0,"Y","Male",30,"N",6.85,224.85,"Y","N","Y","R1",3,"N",35,"Y",27.75,929.95,"N","N",0,0,"Y"
0,35,"N","Y","N",0,0,"Y","C3","N","E2",1,"N",0,0,"Y","Female",23,"N",6.7,153.9,"Y","N","N","R1",5,"N",23,"N",0,0,"N","N",0,0,"N"
1,37,"Y","Y","Y",18.75,705,"Y","C4","N","E1",20,"N",0,0,"Y","Male",52,"N",12.2,532.55,"Y","Y","Y","R1",4,"N",38,"Y",41.5,1686.3,"Y","Y",54.4,2051.1,"N"
9,50,"Y","Y","Y",11.25,375,"Y","C3","N","E2",21,"N",0,0,"Y","Male",110,"N",9.65,364.05,"N","N","N","R2",1,"N",37,"Y",28.5,992.4,"N","N",0,0,"N"
1,43,"Y","Y","Y",6.75,75,"N","C4","Y","E3",21,"Y",33.05,439.3,"Y","Female",123,"Y",3.85,55.05,"Y","N","Y","R3",5,"N",13,"Y",23,317.5,"N","N",0,0,"N"
4,27,"Y","N","N",21.25,600,"N","C2","N","E4",2,"N",0,0,"N","Male",47,"Y",10.75,296.9,"N","Y","N","R1",2,"N",30,"N",0,0,"N","N",0,0,"Y"
20,51,"Y","Y","Y",40.5,975,"Y","C4","N","E3",29,"Y",39.2,881.45,"Y","Female",359,"N",5.75,163.75,"Y","N","Y","R2",2,"N",25,"Y",27.5,676.15,"Y","Y",21.4,475.55,"N"
7,40,"N","Y","N",0,0,"Y","C3","N","E1",19,"N",0,0,"N","Female",64,"N",6,167.65,"N","N","N","R2",1,"N",28,"Y",27.5,722.5,"N","N",0,0,"N"
2,32,"Y","Y","Y",29.75,1390,"Y","C4","N","E3",9,"N",0,0,"Y","Female",88,"Y",6.15,307.65,"N","Y","Y","R1",1,"N",48,"Y",33.75,1603.8,"Y","Y",44.75,2119.35,"N"
30,65,"Y","Y","N",12,785,"N","C3","N","E1",29,"N",0,0,"Y","Male",17,"N",21.7,1384.05,"Y","Y","N","R3",2,"Y",67,"Y",26.25,1721.25,"N","N",0,0,"N"
19,38,"N","N","N",0,0,"N","C2","Y","E2",6,"Y",22.95,584.9,"N","Female",46,"N",8.35,248.6,"Y","Y","N","R1",2,"N",29,"N",0,0,"N","N",0,0,"N"
1,21,"N","N","N",0,0,"Y","C1","Y","E3",0,"Y",32.7,32.7,"N","Male",18,"Y",2.7,2.7,"N","N","N","R2",1,"N",1,"N",0,0,"N","N",0,0,"Y"
5,35,"N","N","N",0,0,"N","C2","Y","E3",8,"Y",25.55,350.25,"N","Female",34,"Y",5.15,110.55,"Y","Y","N","R1",2,"N",15,"N",0,0,"N","N",0,0,"Y"
18,49,"Y","Y","Y",23.5,1140,"Y","C4","N","E2",5,"Y",42.8,2099.35,"Y","Male",39,"N",7,399.75,"N","Y","Y","R3",1,"N",48,"Y",24.5,1229.6,"Y","Y",30.75,1394.5,"Y"
1,26,"N","N","N",0,0,"N","C1","Y","E4",1,"Y",20.05,138.4,"N","Female",25,"Y",3.15,29.9,"Y","N","N","R3",2,"N",8,"N",0,0,"N","N",0,0,"Y"
8,39,"N","N","N",0,0,"N","C2","N","E4",11,"Y",30.75,681.2,"N","Male",94,"N",3.95,95.2,"Y","Y","N","R1",4,"N",25,"N",0,0,"N","N",0,0,"Y"
1,68,"Y","Y","Y",29.25,525,"Y","C4","N","E1",35,"N",0,0,"Y","Male",335,"N",3.55,70.25,"Y","N","Y","R2",3,"N",17,"Y",18.75,285.9,"Y","Y",27.9,422.85,"N"
3,45,"Y","Y","N",23.75,240,"N","C3","N","E3",8,"N",0,0,"Y","Male",99,"Y",8.7,103.4,"Y","N","N","R1",2,"N",13,"N",0,0,"Y","N",0,0,"Y"
4,31,"N","Y","N",0,0,"N","C4","Y","E2",2,"Y",34.05,75.3,"Y","Male",35,"Y",4.35,11,"Y","N","Y","R3",3,"N",3,"Y",12.75,30.2,"Y","Y",21.5,28.5,"Y"
20,42,"Y","Y","Y",24.5,625,"Y","C4","Y","E3",13,"Y",43.65,1054.4,"Y","Female",49,"Y",3.5,82.3,"N","Y","Y","R3",1,"N",26,"Y",25,638.1,"Y","Y",27.7,633.4,"Y"
3,30,"N","N","N",0,0,"N","C2","Y","E4",7,"Y",32.1,121.55,"N","Female",46,"Y",4.3,17.55,"N","Y","N","R3",1,"N",5,"N",0,0,"N","N",0,0,"Y"
1,22,"N","N","N",0,0,"N","C1","N","E4",0,"N",0,0,"Y","Female",23,"N",4.05,33.75,"N","N","N","R3",2,"N",12,"N",0,0,"N","N",0,0,"N"
2,25,"N","N","N",0,0,"N","C1","Y","E4",0,"Y",31.15,87.6,"N","Male",45,"Y",3,9.15,"Y","N","N","R3",2,"N",3,"Y",15.75,53.05,"N","N",0,0,"Y"
2,26,"N","Y","N",0,0,"Y","C4","Y","E2",6,"Y",38.7,914.5,"Y","Male",14,"Y",7.8,204.25,"N","Y","Y","R2",1,"N",26,"Y",36.5,884.2,"N","Y",27.9,764.55,"Y"
27,51,"Y","N","N",17.5,370,"N","C1","Y","E3",1,"Y",30.45,649.1,"Y","Female",49,"N",9,150.7,"N","N","Y","R3",1,"N",22,"N",0,0,"N","N",0,0,"N"
18,45,"Y","N","N",11.25,295,"Y","C1","N","E1",9,"N",0,0,"N","Female",33,"N",9.6,285.35,"N","N","N","R3",1,"N",26,"Y",24.25,563.5,"N","N",0,0,"N"
32,60,"Y","N","N",42.75,2665,"N","C2","Y","E1",21,"Y",32,2189.8,"N","Female",93,"N",18.85,1200.7,"Y","Y","N","R2",4,"N",67,"N",0,0,"N","N",0,0,"N"
35,54,"Y","Y","Y",7.5,260,"Y","C3","N","E2",22,"N",0,0,"N","Female",183,"N",7.3,257.6,"Y","N","N","R1",3,"N",37,"Y",20.5,769.4,"N","N",0,0,"N"
0,69,"Y","N","N",8,30,"N","C1","N","E2",14,"N",0,0,"N","Female",11,"N",6.65,35.2,"N","N","N","R2",1,"Y",5,"Y",9.75,44.8,"N","N",0,0,"N"
7,41,"N","N","N",0,0,"N","C1","N","E4",14,"N",0,0,"N","Male",67,"N",7.25,149.1,"Y","N","N","R1",4,"N",20,"N",0,0,"N","N",0,0,"N"
18,43,"N","N","N",0,0,"Y","C1","Y","E4",6,"Y",26.8,738.9,"N","Female",53,"Y",7,232.9,"N","N","N","R2",1,"N",30,"N",0,0,"N","N",0,0,"N"
24,44,"Y","Y","Y",16.25,830,"Y","C3","N","E2",19,"N",0,0,"Y","Female",87,"N",14.75,822.25,"N","N","N","R2",1,"N",56,"Y",42.25,2396.65,"N","N",0,0,"N"
6,65,"N","N","N",0,0,"N","C2","Y","E2",30,"N",0,0,"N","Male",9,"Y",6.25,201.35,"N","Y","N","R2",1,"Y",32,"N",0,0,"N","N",0,0,"N"
23,45,"Y","Y","Y",19.5,1135,"Y","C4","Y","E4",11,"Y",51.7,3035.75,"Y","Female",117,"Y",12.4,755.7,"Y","Y","Y","R3",3,"N",60,"Y",28,1721.25,"Y","Y",52.9,3094.65,"N"
39,60,"Y","Y","Y",21,1465,"Y","C4","N","E4",35,"N",0,0,"Y","Female",508,"N",23.55,1665.6,"Y","Y","Y","R3",4,"N",71,"Y",48.25,3474.05,"Y","N",0,0,"N"
11,66,"Y","Y","N",21.25,880,"N","C1","N","E3",25,"N",0,0,"N","Male",87,"N",6.05,306.9,"N","N","N","R3",1,"Y",45,"N",0,0,"N","N",0,0,"N"
19,38,"N","N","N",0,0,"N","C2","N","E4",0,"N",0,0,"N","Male",18,"N",8.55,162.25,"Y","Y","N","R2",4,"N",17,"N",0,0,"N","N",0,0,"N"
19,57,"Y","N","N",12.75,685,"N","C2","Y","E3",27,"Y",30.65,1761.4,"N","Male",130,"Y",13.55,849,"Y","Y","N","R3",2,"N",57,"N",0,0,"N","N",0,0,"N"
21,52,"Y","Y","Y",33.25,2305,"Y","C3","N","E1",24,"N",0,0,"Y","Female",63,"N",41.95,3114.75,"Y","Y","N","R1",3,"N",72,"Y",25.75,1871.95,"N","N",0,0,"N"
7,57,"Y","Y","N",6,105,"Y","C3","N","E1",35,"N",0,0,"Y","Male",264,"N",3,68.35,"Y","N","N","R3",2,"N",22,"N",0,0,"N","N",0,0,"N"
2,23,"Y","Y","Y",28.25,880,"Y","C4","N","E3",1,"Y",31.1,856.2,"Y","Male",26,"Y",11,325,"Y","Y","N","R3",6,"N",32,"Y",24,796.95,"Y","N",0,0,"N"
15,35,"Y","N","Y",18.5,995,"N","C3","N","E3",5,"N",0,0,"Y","Male",59,"N",16.85,888.45,"N","N","Y","R1",1,"N",53,"Y",23.25,1250.7,"N","N",0,0,"N"
13,35,"N","Y","Y",0,0,"Y","C4","Y","E4",9,"Y",47.4,2138.25,"N","Male",70,"Y",10.75,551,"Y","Y","Y","R1",2,"N",47,"Y",33,1556.2,"Y","Y",45.85,2168.4,"Y"
17,56,"Y","N","N",24.75,1510,"Y","C1","N","E3",18,"N",0,0,"N","Male",71,"N",18.4,1162.9,"N","N","N","R3",1,"N",63,"N",0,0,"N","N",0,0,"N"
8,38,"Y","Y","Y",11.5,645,"N","C4","Y","E4",10,"Y",44.95,2451.85,"N","Female",56,"Y",25.1,1418.35,"Y","N","Y","R1",2,"N",56,"Y",26.75,1435.25,"N","Y",27.4,1553.5,"N"
21,45,"Y","N","N",35.25,2200,"N","C2","N","E2",13,"N",0,0,"N","Male",80,"N",18.1,1114.75,"N","Y","N","R2",1,"N",61,"N",0,0,"N","N",0,0,"N"
4,43,"N","N","N",0,0,"N","C1","N","E3",5,"N",0,0,"N","Male",69,"N",4.45,36.85,"N","N","N","R2",1,"N",7,"N",0,0,"N","N",0,0,"N"
7,38,"Y","N","Y",14,425,"N","C2","Y","E2",18,"N",0,0,"N","Female",90,"Y",6.8,245.95,"N","Y","Y","R2",4,"N",35,"Y",17.75,558.35,"N","N",0,0,"N"
2,25,"Y","Y","Y",17,770,"Y","C4","Y","E2",6,"Y",35.15,1535.05,"Y","Female",28,"N",7.75,315.9,"N","N","Y","R2",1,"N",47,"Y",19.75,859.6,"Y","Y",31.15,1448.4,"N"
2,34,"N","N","N",0,0,"N","C1","N","E2",7,"N",0,0,"N","Female",44,"N",4.05,48.85,"N","N","N","R3",1,"N",12,"N",0,0,"N","N",0,0,"N"
9,33,"Y","N","N",29,1915,"Y","C3","N","E4",9,"N",0,0,"Y","Male",52,"N",29.95,2142.8,"Y","Y","N","R2",3,"N",69,"N",0,0,"N","N",0,0,"N"
10,31,"Y","N","N",37.5,2015,"N","C2","N","E3",6,"Y",42.5,2297.85,"N","Female",46,"Y",27.1,1408.35,"N","Y","Y","R1",2,"N",53,"Y",18.5,935,"N","N",0,0,"N"
7,33,"Y","N","Y",16,470,"N","C1","N","E2",11,"N",0,0,"N","Female",56,"N",13.45,470.9,"N","N","N","R2",1,"N",33,"N",0,0,"N","N",0,0,"N"
5,38,"Y","Y","Y",15,225,"N","C3","N","E3",13,"N",0,0,"Y","Female",56,"N",5.4,76.75,"Y","N","N","R3",3,"N",15,"Y",18,274.95,"N","N",0,0,"N"
13,49,"Y","N","N",21.75,945,"N","C1","N","E2",21,"N",0,0,"N","Female",51,"N",7.25,329.95,"Y","N","N","R2",2,"N",46,"N",0,0,"N","N",0,0,"Y"
6,43,"Y","Y","Y",32.75,1980,"Y","C4","Y","E5",6,"Y",56.8,3279.9,"Y","Female",34,"Y",25.05,1541.9,"Y","Y","Y","R1",3,"N",61,"Y",39,2536.1,"Y","Y",51,3182.65,"Y"
3,36,"Y","Y","Y",14,370,"Y","C3","N","E3",7,"N",0,0,"Y","Male",42,"Y",12.9,363.65,"N","N","N","R3",1,"N",28,"Y",28.25,820.15,"N","N",0,0,"N"
13,43,"Y","Y","Y",15.5,510,"Y","C3","N","E1",27,"N",0,0,"Y","Male",146,"N",18.3,546.35,"N","N","N","R2",1,"N",32,"Y",33.5,1090.65,"N","Y",17.45,559.45,"N"
33,62,"Y","Y","Y",18.75,920,"Y","C3","Y","E1",22,"Y",38.95,1763.1,"Y","Male",86,"N",16.35,729.3,"N","N","N","R1",1,"Y",48,"Y",33.5,1613.6,"Y","Y",30.6,1408.5,"N"
8,43,"N","N","N",0,0,"N","C2","N","E3",9,"N",0,0,"N","Female",38,"N",8.1,289.75,"N","Y","N","R1",1,"N",37,"N",0,0,"N","N",0,0,"N"
3,27,"Y","N","N",16.5,760,"N","C2","N","E2",1,"N",0,0,"N","Male",21,"N",12.65,558.85,"Y","Y","N","R2",3,"N",43,"N",0,0,"N","N",0,0,"N"
30,52,"Y","N","N",47,2790,"N","C1","N","E1",25,"N",0,0,"N","Male",91,"N",13.8,840.15,"Y","N","N","R3",2,"N",61,"N",0,0,"N","N",0,0,"N"
1,32,"Y","Y","Y",8.75,360,"Y","C4","Y","E4",5,"Y",61.95,2803.5,"Y","Male",96,"Y",5.25,213.45,"Y","Y","Y","R3",4,"N",44,"Y",22,951.95,"Y","Y",57.8,2451.6,"N"
2,34,"Y","N","N",13.25,460,"N","C1","N","E3",5,"N",0,0,"N","Female",54,"N",6.5,265.45,"N","N","N","R3",1,"N",39,"N",0,0,"N","N",0,0,"N"
10,29,"Y","Y","Y",11.5,540,"Y","C4","N","E4",0,"Y",53.15,2499,"Y","Male",53,"N",13.2,593.35,"Y","Y","Y","R2",4,"N",50,"Y",46,2412.65,"Y","Y",46.4,2280,"N"
1,34,"N","N","N",0,0,"N","C2","Y","E5",3,"Y",32.55,332,"N","Male",52,"Y",4.3,47.45,"N","Y","N","R2",1,"N",10,"N",0,0,"N","Y",25.4,255.7,"Y"
40,60,"Y","Y","Y",26,1690,"N","C3","N","E2",39,"N",0,0,"Y","Male",262,"N",31.6,2112.25,"N","Y","N","R2",1,"N",68,"N",0,0,"N","N",0,0,"N"
10,44,"N","N","N",0,0,"N","C1","N","E1",19,"N",0,0,"N","Male",107,"N",2.25,41.8,"Y","N","N","R3",7,"N",18,"N",0,0,"N","N",0,0,"N"
1,45,"N","N","N",0,0,"N","C2","Y","E4",0,"Y",32.05,207.85,"N","Female",37,"Y",4.65,64.45,"N","Y","N","R3",1,"N",8,"N",0,0,"N","N",0,0,"Y"
7,58,"N","N","N",0,0,"N","C2","N","E1",4,"N",0,0,"N","Male",22,"N",3.6,166.75,"N","Y","N","R3",1,"N",42,"N",0,0,"N","N",0,0,"N"
4,35,"N","Y","Y",0,0,"N","C3","N","E3",8,"N",0,0,"Y","Male",77,"N",8.1,144.4,"N","N","N","R3",1,"N",17,"Y",15,251.1,"N","N",0,0,"N"
17,37,"Y","N","N",16.5,800,"N","C2","N","E2",12,"N",0,0,"N","Male",50,"N",4.2,243.1,"Y","Y","N","R1",2,"N",49,"N",0,0,"N","N",0,0,"N"
21,57,"Y","Y","Y",53,3250,"Y","C4","Y","E1",22,"N",0,0,"Y","Female",94,"N",11.95,757.6,"Y","Y","Y","R1",2,"N",62,"Y",32,1999.95,"N","N",0,0,"N"
7,32,"Y","Y","Y",10.5,115,"Y","C3","N","E4",5,"N",0,0,"Y","Female",31,"N",5.05,64.85,"N","N","N","R1",2,"N",13,"Y",35.5,452.3,"Y","Y",23.3,244.3,"N"
14,59,"Y","N","N",5.25,175,"N","C1","N","E1",15,"N",0,0,"N","Female",51,"N",5.95,236.3,"N","N","N","R2",2,"N",45,"N",0,0,"N","N",0,0,"N"
10,35,"N","N","N",0,0,"N","C1","Y","E2",3,"Y",21.4,291.4,"N","Female",25,"Y",4.75,41.4,"N","N","N","R2",1,"N",15,"N",0,0,"N","N",0,0,"Y"
1,20,"Y","Y","Y",13.5,155,"Y","C4","Y","E2",0,"Y",38.55,427.65,"Y","Male",20,"Y",4.75,48,"N","N","Y","R2",1,"N",11,"Y",23,221.35,"Y","Y",42.7,387.95,"Y"
23,62,"Y","N","N",18.5,915,"Y","C1","N","E4",17,"N",0,0,"N","Female",36,"N",13.35,709.25,"N","N","N","R1",1,"N",52,"Y",18.5,978.85,"N","N",0,0,"N"
11,35,"Y","Y","Y",17,790,"N","C3","N","E1",16,"N",0,0,"N","Female",50,"N",12.85,622.75,"N","N","N","R2",3,"N",48,"Y",21.75,1018.55,"Y","N",0,0,"N"
10,64,"Y","Y","Y",53.5,2675,"Y","C4","Y","E2",20,"Y",51.15,2658.05,"Y","Male",54,"Y",9.65,483.55,"Y","Y","Y","R3",2,"N",53,"Y",39.25,2053.2,"Y","Y",74.8,3817.55,"N"
10,30,"N","N","Y",0,0,"Y","C4","Y","E4",1,"Y",31.8,543.85,"Y","Female",33,"Y",4.05,79.45,"Y","N","Y","R3",3,"N",19,"Y",22.25,396.35,"Y","N",0,0,"N"
14,36,"N","Y","Y",0,0,"Y","C3","N","E2",11,"N",0,0,"Y","Female",44,"N",7,321.95,"Y","N","Y","R3",3,"N",42,"Y",26.5,1161.3,"N","Y",26.1,1173.45,"N"
7,51,"Y","Y","Y",8.25,365,"Y","C3","N","E4",18,"N",0,0,"Y","Male",68,"N",16.05,930.4,"Y","Y","N","R2",3,"N",57,"Y",18.75,1096,"N","N",0,0,"N"
1,20,"N","N","Y",0,0,"Y","C4","Y","E3",0,"Y",38.9,1041.1,"N","Female",18,"Y",7.7,190.05,"Y","Y","Y","R2",3,"N",28,"N",0,0,"Y","Y",32,873.3,"N"
12,31,"Y","N","Y",9.25,415,"Y","C3","N","E1",5,"N",0,0,"Y","Female",21,"N",8.95,369.95,"Y","N","N","R1",5,"N",46,"N",0,0,"N","N",0,0,"N"
26,56,"N","N","N",0,0,"Y","C1","N","E2",6,"N",0,0,"N","Female",9,"N",3.2,36.9,"N","N","N","R2",2,"Y",10,"N",0,0,"N","N",0,0,"N"
34,65,"Y","Y","Y",14.75,835,"Y","C4","N","E4",12,"N",0,0,"Y","Male",28,"N",18.6,1007.3,"N","N","Y","R1",1,"Y",55,"Y",46.25,2610.55,"Y","Y",41.2,2163.5,"N"
13,32,"Y","Y","Y",8.75,290,"Y","C4","N","E3",8,"N",0,0,"Y","Male",37,"Y",4.6,140.55,"Y","Y","Y","R1",3,"N",31,"Y",19.75,593.75,"Y","Y",56.45,1771.1,"N"
28,63,"Y","Y","Y",18.25,1230,"Y","C3","N","E1",43,"N",0,0,"Y","Male",168,"N",14.5,1020.3,"N","N","N","R2",2,"N",69,"Y",44.25,3097.25,"N","N",0,0,"N"
2,33,"Y","Y","N",25.25,220,"N","C1","N","E3",9,"N",0,0,"Y","Male",66,"Y",7.1,59.3,"Y","N","N","R3",4,"N",10,"Y",21.25,241.8,"N","N",0,0,"Y"
0,30,"Y","Y","Y",15.5,370,"Y","C3","N","E1",4,"N",0,0,"N","Male",20,"N",8.55,215.95,"N","N","N","R3",1,"N",25,"Y",21.75,522.15,"N","N",0,0,"N"
7,39,"Y","Y","Y",20,440,"Y","C3","N","E2",1,"N",0,0,"Y","Female",25,"N",8.5,175.3,"Y","N","N","R1",4,"N",21,"Y",27,582,"N","Y",31.25,646.9,"N"
5,48,"Y","Y","Y",21.75,205,"Y","C3","N","E4",25,"N",0,0,"Y","Female",323,"Y",5.25,48.5,"Y","N","N","R3",4,"N",11,"Y",30,293.85,"N","Y",25.75,223.25,"Y"
27,59,"Y","N","N",46.75,3065,"N","C2","Y","E4",26,"Y",25.75,1699.85,"N","Female",197,"N",45.4,2973.55,"Y","Y","Y","R1",2,"N",65,"N",0,0,"N","N",0,0,"N"
26,51,"Y","N","N",13.75,480,"N","C2","Y","E4",4,"N",0,0,"N","Female",24,"N",8.2,288.4,"Y","Y","N","R3",2,"N",37,"N",0,0,"N","N",0,0,"N"
9,55,"N","N","N",0,0,"N","C2","Y","E5",0,"Y",31.2,49.55,"N","Male",26,"Y",6.4,22.4,"Y","Y","N","R1",2,"N",3,"N",0,0,"Y","N",0,0,"Y"
4,44,"Y","Y","Y",15,870,"Y","C4","Y","E2",24,"N",0,0,"Y","Female",150,"N",20,1207.3,"Y","Y","Y","R1",2,"N",60,"Y",63.5,3907.8,"Y","Y",36.8,2163.75,"N"
19,40,"Y","Y","Y",5,310,"Y","C4","Y","E4",12,"N",0,0,"Y","Male",50,"Y",22.8,1266.1,"N","Y","N","R3",2,"N",54,"N",0,0,"Y","Y",33.05,1746.9,"N"
6,36,"N","Y","N",0,0,"N","C2","Y","E1",1,"Y",22.6,22.6,"N","Female",21,"N",1.35,1.35,"N","Y","N","R2",2,"N",1,"N",0,0,"N","N",0,0,"Y"
9,31,"N","N","N",0,0,"N","C1","N","E3",4,"N",0,0,"N","Male",39,"N",4.4,60.65,"Y","N","N","R1",7,"N",14,"N",0,0,"N","N",0,0,"N"
8,45,"N","N","N",0,0,"N","C2","Y","E3",17,"Y",28.05,238.9,"N","Male",115,"Y",5.7,52.95,"Y","Y","N","R2",4,"N",10,"N",0,0,"N","N",0,0,"Y"
24,45,"Y","Y","Y",25.5,780,"Y","C3","N","E1",6,"N",0,0,"Y","Female",35,"N",5.65,205.75,"N","N","Y","R2",1,"N",33,"Y",24,860.95,"N","N",0,0,"Y"
3,58,"Y","N","N",19.75,1075,"Y","C1","N","E1",25,"N",0,0,"N","Female",92,"N",8.25,476.7,"Y","N","N","R2",3,"N",56,"N",0,0,"N","N",0,0,"N"
28,55,"Y","N","N",35.75,2770,"N","C2","N","E1",11,"N",0,0,"N","Female",40,"N",34.25,2472.65,"Y","Y","N","R1",5,"N",72,"N",0,0,"N","N",0,0,"N"
9,29,"N","Y","N",0,0,"N","C1","Y","E4",1,"N",0,0,"N","Female",55,"N",5.25,147.95,"N","N","N","R3",1,"N",25,"Y",24.75,612.45,"N","N",0,0,"Y"
2,37,"Y","N","Y",16.5,60,"N","C1","N","E2",8,"Y",29.9,83.55,"N","Female",41,"Y",2.8,5.3,"N","N","Y","R3",1,"N",4,"Y",13.5,45.75,"N","N",0,0,"N"
17,64,"Y","Y","Y",15,825,"Y","C3","N","E2",36,"N",0,0,"Y","Male",380,"N",12.85,687.9,"Y","N","N","R2",2,"N",53,"Y",40.25,2104.3,"N","N",0,0,"N"
12,31,"N","N","N",0,0,"N","C2","Y","E3",4,"N",0,0,"N","Female",24,"N",12.15,202.2,"Y","Y","N","R3",4,"N",18,"N",0,0,"N","N",0,0,"N"
2,24,"Y","Y","Y",15.25,45,"Y","C3","N","E1",1,"N",0,0,"N","Female",17,"N",3.25,29.25,"N","N","N","R2",1,"N",6,"Y",21,132.2,"N","N",0,0,"N"
19,39,"N","N","N",0,0,"N","C2","Y","E2",2,"Y",31.85,462.75,"N","Female",32,"N",3.45,44.45,"N","Y","N","R2",1,"N",15,"N",0,0,"Y","N",0,0,"Y"
0,39,"N","N","N",0,0,"N","C2","Y","E4",9,"Y",21.35,425.25,"N","Female",63,"Y",6.2,121.7,"N","Y","N","R2",1,"N",22,"N",0,0,"N","N",0,0,"Y"
4,31,"N","N","Y",0,0,"N","C1","Y","E1",1,"Y",22.7,35.45,"N","Female",22,"Y",3.4,7.6,"Y","N","N","R1",2,"N",3,"N",0,0,"N","N",0,0,"Y"
24,54,"Y","N","N",14.25,625,"N","C2","N","E2",5,"N",0,0,"Y","Female",30,"N",15.5,754.8,"N","Y","N","R1",1,"N",49,"N",0,0,"N","N",0,0,"N"
1,47,"N","N","N",0,0,"N","C2","Y","E4",10,"N",0,0,"N","Male",68,"Y",8.3,308.55,"N","Y","N","R1",2,"N",39,"N",0,0,"N","N",0,0,"Y"
3,36,"Y","Y","Y",31.75,835,"Y","C4","Y","E3",2,"Y",41.55,1117.15,"Y","Female",69,"N",6.05,153.05,"N","Y","Y","R1",1,"N",28,"Y",25.25,697.05,"Y","Y",36.6,1020.95,"N"
31,50,"Y","N","N",19,1240,"N","C2","Y","E2",12,"Y",22.65,1515.4,"N","Female",83,"N",29.45,1921.55,"Y","Y","N","R3",2,"N",67,"N",0,0,"N","N",0,0,"N"
8,38,"Y","Y","Y",15,270,"Y","C4","Y","E2",2,"Y",36.25,654.75,"Y","Male",45,"Y",2.7,45.6,"N","N","N","R2",4,"N",18,"Y",31.5,609.2,"Y","Y",23.4,422.5,"Y"
0,36,"N","N","N",0,0,"Y","C1","N","E2",1,"N",0,0,"N","Male",21,"N",3.3,22.1,"N","N","N","R2",3,"N",4,"N",0,0,"N","N",0,0,"N"
0,35,"N","N","Y",0,0,"N","C4","Y","E4",7,"Y",46.1,825.45,"Y","Female",78,"Y",5.5,97.15,"N","Y","Y","R1",1,"N",20,"N",0,0,"Y","Y",35.25,701.05,"Y"
4,29,"Y","Y","Y",34.5,1480,"Y","C4","N","E5",3,"N",0,0,"Y","Female",90,"Y",16.85,736.45,"Y","N","Y","R1",4,"N",46,"Y",40.5,1817.75,"Y","Y",39.8,1783.15,"N"
12,61,"Y","Y","Y",16.25,1110,"Y","C3","N","E2",37,"Y",41.85,2768.85,"Y","Female",301,"N",26.05,1738.15,"Y","Y","N","R3",2,"N",69,"Y",36.75,2589.3,"Y","Y",38.45,2590.2,"N"
9,29,"N","N","N",0,0,"Y","C2","Y","E2",9,"Y",37.45,1010.1,"Y","Female",41,"N",4.75,112,"N","Y","N","R1",2,"N",29,"Y",23,626.6,"N","N",0,0,"N"
36,60,"Y","Y","Y",52.25,3665,"Y","C3","N","E1",43,"N",0,0,"Y","Male",271,"N",21.7,1580.4,"Y","Y","N","R3",2,"N",72,"N",0,0,"N","N",0,0,"N"
1,25,"Y","Y","Y",10.25,545,"Y","C4","Y","E4",2,"Y",40.6,1928.2,"Y","Male",36,"N",13.05,682.2,"Y","Y","Y","R2",5,"N",50,"N",0,0,"Y","Y",40.85,1964.2,"N"
9,63,"N","N","N",0,0,"N","C1","Y","E3",3,"Y",29.9,299.65,"N","Female",41,"Y",4.15,46.35,"N","N","N","R3",1,"N",11,"N",0,0,"N","N",0,0,"Y"
